Evidence_topic_id,Article_topic_id,Evidence_text
Evidence_Electric_Vehicles_C2.1_126,Electric_vehicles_8169,It might not be happening as fast as some might think but the day is coming when many will have to pick out their first all-electric car.
Evidence_Electric_Vehicles_C2.1_127,Electric_vehicles_8170," In this articleThe Sony-Honda joint venture focused on electric vehicles plans to begin deliveries to the United States and Japan in 2026.Sony Honda Mobility, as it's known, aims to start taking pre-orders for its vehicle in the first half of 2025, and hopes to start sales before the end of that year."
Evidence_Electric_Vehicles_C2.1_128,Electric_vehicles_8170,"In this articleThe Sony-Honda joint venture focused on electric vehicles plans to begin deliveries to the United States and Japan in 2026.Sony Honda Mobility, as it's known, aims to start taking pre-orders for its vehicle in the first half of 2025, and hopes to start sales before the end of that year."
Evidence_Electric_Vehicles_C2.1_129,Electric_vehicles_8170,"In June, a joint venture agreement to set up Sony Honda Mobility was signed."
Evidence_Electric_Vehicles_C2.1_130,Electric_vehicles_8170,"In April, Honda said it planned to roll out 30 electric vehicle models worldwide by 2030."
Evidence_Electric_Vehicles_C2.1_131,Electric_vehicles_8170,"In 2020, Sony showcased a prototype electric car at a press event during CES 2020 in Las Vegas."
Evidence_Electric_Vehicles_C2.1_132,Electric_vehicles_8170,"""Honda's electric vehicle plans put it in competition with firms such as Elon Musk's Tesla as well as companies like Volkswagen, Ford and Stellantis."
Evidence_Electric_Vehicles_C2.1_133,Electric_vehicles_8171,"Another project that helps address energy grid demand concerns in remote rural areas led by eCAMION and partners Michigan Department of Environment, Great Lakes, and Energy (EGLE), DTE and the Village of Port Austin will install battery energy storage systems, which include DC Fast Chargers, which use very little power and are designed to operate independently and act as a buffer to electric grids."
Evidence_Electric_Vehicles_C2.1_134,Electric_vehicles_8171,"READ MORE: Biden's order to increase mining to power electric vehicles raises contamination concernsA truly inclusive mobility ecosystem needs to be built as a resource for everyone, not just those in high-income or regularly traveled areas, and our state has made a conscious effort to ensure lower-income and underserved communities have the same mobility opportunities that other regions do, Michigan's Chief Mobility Officer Trevor Pawl told the NewsHour, With EV mobility solutions available, we can better support residents as they move around to live, work and play while still enabling a world that is greener and more sustainable."
Evidence_Electric_Vehicles_C2.1_135,Electric_vehicles_8171,Pawl said that Volta and DTE Energy have partnered to design a program that will improve equitable access to EV charging infrastructure in Michigan by targeting locations  including lower-income and environmental justice-impacted communities  that have not seen as much investment by EV charging network operators to date as higher-income regions.
Evidence_Electric_Vehicles_C2.1_136,Electric_vehicles_8171,"Michigan's state government is intentionally and strategically using state EV-related programs and support to ensure that mobility solutions are implemented throughout the entire state, specifically targeting areas that have been overlooked in the past or are lagging behind the development of neighboring regions."
Evidence_Electric_Vehicles_C2.1_137,Electric_vehicles_8171,"Over a dozen states grapple with adopting California's electric vehicle mandateIt has to be in Detroit because  of  diversity, equity and inclusion, Johnson said."
Evidence_Electric_Vehicles_C2.1_138,Electric_vehicles_8171,Biden also remarked that Michigan is one of the first 35 states to receive funding to build electric charging infrastructure throughout the state.
Evidence_Electric_Vehicles_C2.1_139,Electric_vehicles_8172,It is part of Amazon's goal to produce net-zero carbon emissions by 2040.Amazon said it also expects to deliver more packages via e-cargo bikes and on foot using centrally-located delivery stations it is calling micro-mobility hubs.
Evidence_Electric_Vehicles_C2.1_140,Electric_vehicles_8172,"Amazon expects to double the number of those hubs by the end of 2025.Amazon                              (AMZN) said the investment will help drive innovation across the industry and encourage more public charging infrastructure, which will enable the broader transportation industry to more quickly reduce emissions."
Evidence_Electric_Vehicles_C2.1_141,Electric_vehicles_8172,"In Europe's traditionally dense cities, the hubs enable Amazon to operate new delivery methods  to bring packages to customers more sustainably, said the company's statement."
Evidence_Electric_Vehicles_C2.1_142,Electric_vehicles_8172,"Our transportation network is one of the most challenging areas of our business to decarbonize, and to achieve net-zero carbon will require a substantial and sustained investment, said Amazon CEO Andy Jassy."
Evidence_Electric_Vehicles_C2.1_143,Electric_vehicles_8172,"The investment would increase the company's fleet to at least 10,000 electric delivery vans by 2025, up from the 3,000 it already operates, and more than 1,500 long-haul electric trucks."
Evidence_Electric_Vehicles_C2.1_144,Electric_vehicles_8172,"Deploying thousands of electric vans, long-haul trucks and bikes will help us shift further away from traditional fossil fuels."
Evidence_Electric_Vehicles_C2.1_145,Electric_vehicles_8173,"However, the company did not mention just what components its plans to source from BMW.Earlier this year Foxconn took over the Youngstown, Ohio, plant from Lordstown Motors, signing an agreement to operate the plant, and plans to produce the Lordstown Endurance all-electric pickup there in addition to EVs for Fisker at a later date."
Evidence_Electric_Vehicles_C2.1_146,Electric_vehicles_8173,"Foxconn will provide the industrial backing for the country's first EV startup.iPhone maker Foxconn recently cemented its status as an EV maker with the launch of its Foxtron platform, which it intends to offer other brands."
Evidence_Electric_Vehicles_C2.1_147,Electric_vehicles_8173,"Foxconn plans to develop the electrical architecture for the cars, in addition to infotainment and autonomous driving tech."
Evidence_Electric_Vehicles_C2.1_148,Electric_vehicles_8173,"""We will leverage Foxconn's technological expertise to support Ceer's vision of creating a range of iconic electric vehicles that are built around the themes of connectivity, infotainment and autonomy,"" said Young Liu, chairman of Hon Hai Technology Group."
Evidence_Electric_Vehicles_C2.1_149,Electric_vehicles_8173,"To make it happen, Foxconn also plans to license technology from BMW, planning a lineup that will include sedans and SUVs."
Evidence_Electric_Vehicles_C2.1_150,Electric_vehicles_8173,"The plans are all part of the country's ambitious Vision 2030 agenda, one of the aims of which is to diversify Saudi Arabia's economy, shifting it away from oil production.iPhone maker Foxconn recently cemented its status as an EV maker with the launch of its Foxtron platform, which it intends to offer other brands."
Evidence_Electric_Vehicles_C2.1_151,Electric_vehicles_8174,"But a second tax break  the ""credit for qualified commercial clean vehicles,"" for businesses that buy an electric vehicle for commercial purposes  doesn't carry those requirements."
Evidence_Electric_Vehicles_C2.1_152,Electric_vehicles_8174,"The tax break is available to business owners who buy an electric vehicle or electric ""mobile machinery,"" including for construction, manufacturing, processing, farming, mining, drilling or timbering."
Evidence_Electric_Vehicles_C2.1_153,Electric_vehicles_8174," Business owners will be able to avail themselves of a new tax credit for electric vehicles starting next year  and it should be easier to get than a similar tax break for consumer households buying ""new clean"" passenger cars, according to tax and auto experts."
Evidence_Electric_Vehicles_C2.1_154,Electric_vehicles_8174,"Business owners will be able to avail themselves of a new tax credit for electric vehicles starting next year  and it should be easier to get than a similar tax break for consumer households buying ""new clean"" passenger cars, according to tax and auto experts."
Evidence_Electric_Vehicles_C2.1_155,Electric_vehicles_8174,"That means business owners and the vehicles they buy may qualify for the tax break more easily, experts said."
Evidence_Electric_Vehicles_C2.1_156,Electric_vehicles_8174,"One caveat: Tax-exempt entities can still get a financial benefit in the form of a direct check from government, said Steven Schmoll, a director at KPMG.In addition, business owners can't double dip by getting a tax break on the consumer side (tax code section 30D) and on the commercial end (code section 45W).One key difference between the commercial and consumer tax credits for new clean vehicles is the absence of manufacturing and other requirements for the commercial credit."
Evidence_Electric_Vehicles_C2.1_157,Electric_vehicles_8175,"Polestar 3 Launch: The Premium Electric SUV To Rule Them All?Motorists Switching To Bicycle Or Train For One Car Trip Make Big Reduction In Emissions, Say StudiesEuropean Electric Car Sales Will Ride Out The Economic Storm Before Accelerating AgainPorsche Delays Electric Macan SUV Until 2024China EV Leader BYD Enters India's Passenger Car Market As Part Of Global PushFor More Sustainability Coverage, Click Here."
Evidence_Electric_Vehicles_C2.1_158,Electric_vehicles_8175,"Polestar 3 Launch: The Premium Electric SUV To Rule Them All?Motorists Switching To Bicycle Or Train For One Car Trip Make Big Reduction In Emissions, Say StudiesEuropean Electric Car Sales Will Ride Out The Economic Storm Before Accelerating AgainPorsche Delays Electric Macan SUV Until 2024China EV Leader BYD Enters India's Passenger Car Market As Part Of Global PushFor More Sustainability Coverage, Click Here."" "
